,Player ,09/10vs. DET,09/17vs. IND,09/25vs. DAL,10/01vs. SFO,10/08vs. PHI,10/15vs. TAM,10/22vs. LAR,11/05vs. SFO,11/09vs. SEA,11/19vs. HOU,11/26vs. JAX,12/03vs. LAR,12/10vs. TEN,12/17vs. WAS,12/24vs. NYG,12/31vs. SEA
30,Derron Smith,,,,,,,,,,,Doubtful: Knee,,,,,Questionable: Hip
31,Jamar Taylor,,,,,,,,,,Questionable: Ankle,,,,Questionable: Foot,Questionable: Foot,Questionable: Foot
32,Randall Telfer,,,,Questionable: Knee,,,,,,,,,,,,
33,Joe Thomas,,,,,,,,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep,Injured Reserve: Tricep
34,J.C. Tretter,,,,,,Questionable: Knee,,,,Questionable: Shoulder,,,,,,
35,Danny Vitale ,,,,,,,,,,,,,,,,Out: Groin
36,Howard Wilson,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
37,James Wright,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung,Injured Reserve: Lung
,Player ,09/09vs. PIT,09/16vs. NOR,09/20vs. NYJ,09/30vs. OAK,10/07vs. BAL,10/14vs. LAC,10/21vs. TAM,10/28vs. PIT,11/04vs. KAN,11/11vs. ATL,11/25vs. CIN,12/02vs. HOU,12/09vs. CAR,12/15vs. DEN,12/23vs. CIN,12/30vs. BAL
0,C.J. Board,,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder
1,Pharaoh Brown,,,,,,,,,,,,,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
2,James Burgess,Doubtful: Concussion,,,Out: Knee,Out: Knee,Questionable: Knee,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
3,Antonio Callaway,,,,,,,,,Questionable: Ankle,,,,,,,
4,Orson Charles,,,,,,,,,,,,,,Injured Reserve: Ankle,Injured Reserve: Ankle,Injured Reserve: Ankle
5,Austin Corbett,,,,,,,,,,,,Out: Foot,Out: Foot,Out: Foot,Questionable: Foot,
6,Justin Currie ,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
7,Seth Devalve,,Out: Hamstring,Out: Hamstring,Questionable: Hamstring,,,,,,,,,,,,
8,E.J. Gaines,Out: Knee,,,,,,Out: Concussion,Out: Concussion,,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion
9,Phillip Gaines,,,,,,,,,,,,,Questionable: Knee,Questionable: Knee,Questionable: Knee,
10,Josh Gordon,,Out: Hamstring,Injured Reserve: Illness,,Injured Reserve: Illness,,,Injured Reserve: Illness,,,,,,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness
11,Desmond Harrison,,,,,,,,,Questionable: Illness,Questionable: Illness,,,,,,
12,Rashard Higgins,,,,,,Out: Knee,Out: Knee,Out: Knee,Questionable: Knee,,,,,,,
13,Lenny Jones,,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed
14,Christian Kirksey,,Questionable: Ankle,Doubtful: Shoulder,,Questionable: Illness,,,,,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
15,Jarvis Landry ,,,Questionable: Knee,,,,,,,,,,,,,
16,Ricardo Louis,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck
17,Terrance Mitchell ,,,,,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,,,,
18,David Njoku ,,,,,,,,,,Questionable: Knee,Questionable: Knee,,,,,
19,Emmanuel Ogbah,,Out: Ankle,Out: Ankle,,,,,,,,,,,,,
20,Jabrill Peppers ,,,,,,,,,,,,,,,Questionable: Neck,
21,Damarious Randall,,,Questionable: Heel,Questionable: Heel,Questionable: Heel,,,Questionable: Groin,Questionable: Groin,Questionable: Groin,,Questionable: Hamstring,,,,
22,Joe Schobert,,,,,,,Out: Hamstring,Out: Hamstring,Out: Hamstring,Questionable: Ankle,,,,,,
23,Da'Mari Scott,,,,,,,,Questionable: Shoulder,Questionable: Shoulder,Questionable: Shoulder,,,,,,
24,Rod Streater,,,,,,,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck,Injured Reserve: Neck
25,Tyrod Taylor ,,,,Questionable: Back,,,,,,,,,,,,
26,Chad Thomas,Injured Reserve: Hernia,,,,Injured Reserve: Hernia,Injured Reserve: Hernia,Injured Reserve: Hernia,,Injured Reserve: Hernia,Injured Reserve: Hernia,Injured Reserve: Hernia,Injured Reserve: Hernia,Injured Reserve: Hernia,Injured Reserve: Hernia,Injured Reserve: Hernia,Injured Reserve: Hernia
27,Tavierre Thomas,,,,,,,,,Questionable: Abdomen,,,,,,,
28,J.C. Tretter,,,,,,,Questionable: Ankle,Questionable: Ankle,Questionable: Ankle,Questionable: Ankle,Questionable: Ankle,Questionable: Ankle,Questionable: Ankle,Questionable: Ankle,Questionable: Ankle,Questionable: Ankle
29,Tanner Vallejo,,,,,,Out: Concussion,,,,,,,,,Injured Reserve: Hamstring,Injured Reserve: Hamstring
30,Danny Vitale ,,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,,,Injured Reserve: Calf,,
31,Denzel Ward ,,,,,,,,,,Questionable: Hip,,,Out: Concussion,Out: Concussion,,Out: Concussion
32,Marquez Williams,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal,Injured Reserve: Personal
33,Derrick Willies,,,,,,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder,Injured Reserve: Shoulder
34,Howard Wilson,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot
,Player ,09/08vs. TEN,09/16vs. NYJ,09/22vs. LAR,09/29vs. BAL,10/07vs. SFO,10/13vs. SEA,10/27vs. NWE,11/03vs. DEN,11/10vs. BUF,11/14vs. PIT,11/24vs. MIA,12/01vs. PIT,12/08vs. CIN,12/15vs. ARI,12/22vs. BAL,12/29vs. CIN
0,Odell Beckham Jr.,,,,,,,,,,,,,,,,Questionable: Groin
1,Joel Bitonio,,Questionable: Abdomen,,,,,,,,,,,,,,
2,Pharaoh Brown,,,,,,,,Out: Concussion,,,,,,,,Questionable: Illness
3,Morgan Burnett,,,Questionable: Quadricep,Questionable: Quadricep,Questionable: Quadricep,,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
4,Daniel Ekuale ,,,,,,,,Out: Calf,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
5,Lo Falemaka,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
6,Drew Forbes,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,: ,: ,: ,,,,,,
7,Phillip Gaines,Injured Reserve: ,,,,,,,,,,,,,,,
8,Demetrius Harris,,,,,,,,,,,,,Questionable: Shoulder,,,
9,Willie Harvey,,,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
10,Rashard Higgins,,Questionable: Knee,Questionable: Knee,Questionable: Knee,Questionable: Knee,,,,,,,,,,,
11,Dontrell Hilliard,,Out: Concussion,,,,,,,,,,,,,Questionable: Neck,Injured Reserve: 
12,KhaDarel Hodge,,,,,,,,,,,,Questionable: Achilles,,,,
13,Chris Hubbard,,,Questionable: Foot,Questionable: Foot,Questionable: Foot,,,,,,,,Questionable: Knee,Questionable: Knee,,
14,Robert Jackson,,,,,,,,,,,,,Out: Ankle,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
15,Kyle Kalis,Injured Reserve: ,Injured Reserve: ,,,,,,,,,,,,,,
16,Joe Kerridge,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,,,,,,,,,
17,Christian Kirksey,,,Out: Chest,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
18,Kendall Lamm,,Out: Knee,Out: Knee,Out: Knee,Out: Knee,Questionable: Knee,Questionable: Knee,Questionable: Knee,Questionable: Knee,Questionable: Knee,,,,,Questionable: Knee,Questionable: Knee
19,D.J. Montgomery,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
20,Eric Murray,,,,,,,,Out: Knee,Out: Knee,Out: Knee,Out: Knee,Out: Knee,Doubtful: Knee,Out: Knee,Questionable: Knee,
21,David Njoku ,,,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,: ,: ,,,
22,Damarious Randall,,Out: Hand,Out: Concussion,,,,Out: Hamstring,Out: Hamstring,Questionable: Hamstring,,,,,,,
23,Sheldrick Redwine,,,Questionable: Hamstring,Questionable: Hamstring,Questionable: Hamstring,,Questionable: Hamstring,,,,,,,,,
24,Sheldon Richardson ,,,,,,,,,,,,,,,Questionable: Back,Questionable: Back
25,Greg Robinson,,,,,,,,,,,,Questionable: Concussion,,,,
26,Joe Schobert,,,,,,,,,,,Questionable: Groin,,,,,
27,Ricky Seals-Jones,,,,,,,,,Questionable: Knee,Questionable: Knee,,,,,,Questionable: Illness
28,Chris Smith,,Questionable: Not Injury Related,Questionable: Not Injury Related,,,,,,,,,,,,,
29,Drew Stanton,,Questionable: Knee,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: ,Injured Reserve: 
30,Sione Takitaki,Questionable: Hamstring,,,,,,,,,,,,,,,
31,Adarius Taylor,,Out: Ankle,Questionable: Ankle,,,,,,,,,,,,,
32,J.C. Tretter,,,,,,,,,,,,,Questionable: Knee,Questionable: Knee,Questionable: Knee,Questionable: Knee
33,Olivier Vernon,,,,,,,,,Out: Knee,Out: Knee,Out: Knee,Questionable: Knee,Questionable: Knee,Out: Knee,Questionable: Knee,Questionable: Knee
34,Denzel Ward ,,,Questionable: Hamstring,Questionable: Hamstring,Questionable: Hamstring,Questionable: Hamstring,,,,,,,,,,
35,Greedy Williams,,,Questionable: Hamstring,Questionable: Hamstring,Questionable: Hamstring,Questionable: Hamstring,,,,,,,,,,
,Player ,09/10vs. NYG,09/17vs. DEN,09/25vs. ARI,10/01vs. LAR,10/08vs. GNB,10/22vs. SFO,10/29vs. WAS,11/05vs. KAN,11/12vs. ATL,11/19vs. PHI,11/23vs. LAC,11/30vs. WAS,12/10vs. NYG,12/17vs. OAK,12/24vs. SEA,12/31vs. PHI
0,Richard Ash,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,,,,,,,,,,Questionable: Shoulder,Questionable: Shoulder
1,Chidobe Awuzie,,,Out: Hamstring,Questionable: Hamstring,,Out: Hamstring,Out: Hamstring,Out: Hamstring,Questionable: Hamstring,,,,,,,
2,Dan Bailey,,,,,,,Out: rightGroin,Out: rightGroin,Out: Groin,Out: rightGroin,Questionable: rightGroin,,,,,
3,Cole Beasley,,,,,,,,Questionable: Concussion,,,,,,,,Questionable: Illness
4,Anthony Brown,,,,,Questionable: Ankle,,,,,,,,,,,
5,Noah Brown,,,,,,,,Questionable: Thigh,,,,,,,,
6,Dez Bryant,,,,,,,,,Questionable: Knee,,,,,,,
7,Brice Butler,,,Questionable: Ankle,,,,,,,,,,Questionable: Foot,Questionable: Foot,Questionable: Foot,
8,Nolan Carroll,,,Out: Concussion,Questionable: Concussion,Questionable: Concussion,,,,,,,,,,,
9,La'el Collins,,,,,Questionable: Ankle,,,,,,Questionable: Back,Questionable: Back,Questionable: Back,Questionable: Back,Questionable: Back,Questionable: Back
10,Maliek Collins,,,,,,,Questionable: Foot,Questionable: Foot,Questionable: Foot,Questionable: Foot,Questionable: Foot,Questionable: Foot,Questionable: Foot,Questionable: Foot,,
11,Justin Durant,,,,,,Questionable: Groin,Questionable: Groin,Injured Reserve: Conditioning,Injured Reserve: Conditioning,,,Out: Concussion,Questionable: Concussion,Out: Concussion,Injured Reserve: Conditioning,Injured Reserve: Conditioning
12,Zac Dysert,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back
13,Kavon Frazier,,,,Questionable: Knee,,,,,,,,,,,,
14,Rico Gathers,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion,Injured Reserve: Concussion
15,Chaz Green,,,,Questionable: Hip,,,,,,,,,,,,
16,Connor Hamlett,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf,Injured Reserve: Calf
17,James Hanna,,,,,,,,,,,,,,Questionable: Knee,,
18,Jeff Heath,,,,,,,,,,Questionable: Concussion,,,,,,
19,Anthony Hitchens,Out: Ankle,Out: Knee,Out: Knee,Questionable: Knee,,,,,,,Questionable: Groin,Questionable: Groin,,,,
20,David Irving ,,,,,,,,,,,,,Questionable: Concussion,Out: Concussion,Out: Concussion,Out: Concussion
21,Byron Jones,,Questionable: Groin,,,,,,,,,,,,,,
22,Sean Lee ,,,,Questionable: Hamstring,Questionable: Hamstring,,,,,Out: Hamstring,Out: Hamstring,Out: Hamstring,,Questionable: Hamstring,,
23,John Lotulelei,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm,Injured Reserve: Forearm
24,Zack Martin ,,,,,,,,,,,,Questionable: Concussion,,,,
25,Benson Mayowa ,,,,,,,,,,,,,,,Questionable: Back,Out: Back
26,Stephen Paea,,,Questionable: Knee,Questionable: Knee,Questionable: Knee,,,,,,,,,,,
27,Brian Price,,,,,,,,,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
28,Orlando Scandrick,,Out: Hand,,,,,,,,,,,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back,Injured Reserve: Back
29,Rod Smith,,,,,,,,,,,,,,,,Questionable: Back
30,Tyron Smith,,,,,Questionable: Back,,,,Questionable: Back,Questionable: Back,Questionable: Back,Questionable: Back,Questionable: Back,Questionable: Back,Questionable: Back,Injured Reserve: Knee
31,Geoff Swaim,,,,,,,,,Questionable: Knee,Questionable: Knee,,,,,,
32,Ryan Switzer,,,,,,,,,,,,Questionable: Ankle,,,,
33,Charles Tapper ,,,,,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot,Injured Reserve: Foot
34,Duke Thomas,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
35,Josh Thomas,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring
36,Corey Washington,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed,Injured Reserve: Undisclosed
37,Kyle Wilber,,,,,,,Questionable: Knee,,,,,,,,,
38,Terrance Williams,,Questionable: Ankle,Questionable: Ankle,,,,,,,,,,,,,
,Player ,09/09vs. CAR,09/16vs. NYG,09/23vs. SEA,09/30vs. DET,10/07vs. HOU,10/14vs. JAX,10/21vs. WAS,11/05vs. TEN,11/11vs. PHI,11/18vs. ATL,11/22vs. WAS,11/29vs. NOR,12/09vs. PHI,12/16vs. IND,12/23vs. TAM,12/30vs. NYG,01/05vs. SEA,01/12vs. LAR
0,Tavon Austin,,,,,,,Out: Groin,Out: Groin,Out: Groin,Out: Groin,Out: Groin,Out: Groin,Out: Groin,Questionable: Groin,Questionable: Groin,,,
1,Chidobe Awuzie,Questionable: Back,,,,Questionable: Ankle,Questionable: Ankle,Questionable: Ankle,,,,,,,,,,,
2,Cole Beasley,,,Questionable: Ankle,Questionable: Ankle,,,,,,,,,,,,,,Questionable: Ankle
3,Anthony Brown,,,,,,,,,,,,,,,Questionable: Hand,Questionable: Back,,
4,Noah Brown,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,Injured Reserve: Hamstring,,,,,,,,,,
5,Brice Butler,,,,,,Questionable: Groin,,,,,,,,,,,,
6,Maliek Collins,,,Out: Knee,Out: Knee,Questionable: Knee,Questionable: Knee,,,,Questionable: Knee,Questionable: Knee,Questionable: Knee,,,,,,Questionable: Illness
7,Tyrone Crawford ,,,,,,,,,,,,,,,,Out: Neck,,
8,Parker Ehinger,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee,Injured Reserve: Knee
9,Kavon Frazier,Questionable: Shoulder,,,,,,,,,,,,,,,,,
10,Travis Frederick ,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness,Injured Reserve: Illness
